id,set_id,alt_id,is_chosen,Sex,Age,Marry,Edu,HSize,Income,Underman,KGfood,Trustgf,Buygf,Ktrace,Trusttr,CBreed,CProcess,CTransport,CUnpurchased,AHealth,Fgrade,Breed,Process,Transport,BPT,Home,International,Government,Price,chid
1,6,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,0,1,0,0,0,0,1,16.7,6
1,6,2,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,0,0,0,28,6
1,6,3,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,1,0,0,0,0,1,0,14.9,6
1,7,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,0,1,0,0,1,0,0,14.9,7
1,7,2,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,0,1,0,1,0,28.9,7
1,7,3,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,0,0,1,16.7,7
1,8,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,1,0,0,14.9,8
1,8,2,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,0,0,0,0,0,0,1,16.7,8
1,8,3,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,1,0,0,0,1,0,28,8
1,9,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,0,0,0,0,1,0,0,14,9
1,9,2,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,1,0,0,0,0,1,30.7,9
1,9,3,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,0,1,0,1,0,28,9
1,10,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,0,1,0,14,10
1,10,2,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,1,0,0,0,1,0,0,30.7,10
1,10,3,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,0,1,0,0,1,16.7,10
1,11,1,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,0,1,0,14,11
1,11,2,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,1,0,0,0,1,0,0,30.7,11
1,11,3,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,0,1,0,0,1,16.7,11
1,12,1,1,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,0,0,0,0,1,0,1,0,14,12
1,12,2,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,0,0,1,0,1,0,0,14.9,12
1,12,3,0,1,1,0,4,1,3,1,3,5,0,2,5,0,0,0,1,3,1,1,0,0,0,0,0,0,28,12
2,1,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,0,0,1,0,14.9,13
2,1,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,1,0,0,0,0,30.7,13
2,1,3,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,1,0,0,0,1,0,0,16.7,13
2,2,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,1,0,0,0,0,1,0,14,14
2,2,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,1,0,1,0,0,14.9,14
2,2,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,1,0,0,0,0,0,16.7,14
2,3,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,1,0,0,0,0,14,15
2,3,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,0,1,0,0,30.7,15
2,3,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,1,0,0,0,1,0,28,15
2,4,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,1,0,0,0,1,1,14.9,16
2,4,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,0,0,1,0,0,14,16
2,4,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,0,0,0,16.7,16
2,5,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,1,0,0,1,0,0,14.9,17
2,5,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,1,0,0,0,0,1,0,28.9,17
2,5,3,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,1,0,0,1,16.7,17
2,6,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,1,0,0,0,0,1,16.7,18
2,6,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,0,0,0,28,18
2,6,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,1,0,0,0,0,1,0,14.9,18
2,7,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,1,0,0,1,0,0,14.9,19
2,7,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,1,0,1,0,28.9,19
2,7,3,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,0,0,1,16.7,19
2,8,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,1,0,0,14.9,20
2,8,2,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,0,0,0,0,1,16.7,20
2,8,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,1,0,0,0,1,0,28,20
2,9,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,0,0,1,0,0,14,21
2,9,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,1,0,0,0,0,1,30.7,21
2,9,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,1,0,1,0,28,21
2,10,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,0,1,0,14,22
2,10,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,1,0,0,0,1,0,0,30.7,22
2,10,3,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,1,0,0,1,16.7,22
2,11,1,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,0,1,0,14,23
2,11,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,1,0,0,0,1,0,0,30.7,23
2,11,3,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,0,1,0,0,1,16.7,23
2,12,1,1,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,0,0,0,0,1,0,1,0,14,24
2,12,2,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,0,0,1,0,1,0,0,14.9,24
2,12,3,0,0,1,0,4,1,4,0,3,4,1,2,4,1,0,0,0,4,1,1,0,0,0,0,0,0,28,24
3,1,1,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,0,0,1,0,14.9,25
3,1,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,1,0,0,0,0,30.7,25
3,1,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,1,0,0,0,1,0,0,16.7,25
3,2,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,1,0,0,0,0,1,0,14,26
3,2,2,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,1,0,1,0,0,14.9,26
3,2,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,1,0,0,0,0,0,16.7,26
3,3,1,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,1,0,0,0,0,14,27
3,3,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,0,1,0,0,30.7,27
3,3,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,1,0,0,0,1,0,28,27
3,4,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,1,0,0,0,1,1,14.9,28
3,4,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,0,0,1,0,0,14,28
3,4,3,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,0,0,0,16.7,28
3,5,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,1,0,0,1,0,0,14.9,29
3,5,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,1,0,0,0,0,1,0,28.9,29
3,5,3,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,1,0,0,1,16.7,29
3,6,1,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,1,0,0,0,0,1,16.7,30
3,6,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,0,0,0,28,30
3,6,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,1,0,0,0,0,1,0,14.9,30
3,7,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,1,0,0,1,0,0,14.9,31
3,7,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,1,0,1,0,28.9,31
3,7,3,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,0,0,1,16.7,31
3,8,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,1,0,0,14.9,32
3,8,2,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,0,0,0,0,1,16.7,32
3,8,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,1,0,0,0,1,0,28,32
3,9,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,0,0,1,0,0,14,33
3,9,2,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,1,0,0,0,0,1,30.7,33
3,9,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,1,0,1,0,28,33
3,10,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,0,1,0,14,34
3,10,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,1,0,0,0,1,0,0,30.7,34
3,10,3,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,1,0,0,1,16.7,34
3,11,1,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,0,1,0,14,35
3,11,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,1,0,0,0,1,0,0,30.7,35
3,11,3,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,0,1,0,0,1,16.7,35
3,12,1,1,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,0,0,0,0,1,0,1,0,14,36
3,12,2,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,0,0,1,0,1,0,0,14.9,36
3,12,3,0,0,3,1,4,3,4,1,3,4,1,2,4,1,1,0,0,5,1,1,0,0,0,0,0,0,28,36
4,1,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,0,0,1,0,14.9,37
4,1,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,1,0,0,0,0,30.7,37
4,1,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,1,0,0,0,1,0,0,16.7,37
4,2,1,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,1,0,0,0,0,1,0,14,38
4,2,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,1,0,1,0,0,14.9,38
4,2,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,1,0,0,0,0,0,16.7,38
4,3,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,1,0,0,0,0,14,39
4,3,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,0,1,0,0,30.7,39
4,3,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,1,0,0,0,1,0,28,39
4,4,1,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,1,0,0,0,1,1,14.9,40
4,4,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,0,0,1,0,0,14,40
4,4,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,0,0,0,16.7,40
4,5,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,1,0,0,1,0,0,14.9,41
4,5,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,1,0,0,0,0,1,0,28.9,41
4,5,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,1,0,0,1,16.7,41
4,6,1,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,1,0,0,0,0,1,16.7,42
4,6,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,0,0,0,28,42
4,6,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,1,0,0,0,0,1,0,14.9,42
4,7,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,1,0,0,1,0,0,14.9,43
4,7,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,1,0,1,0,28.9,43
4,7,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,0,0,1,16.7,43
4,8,1,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,1,0,0,14.9,44
4,8,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,0,0,0,0,1,16.7,44
4,8,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,1,0,0,0,1,0,28,44
4,9,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,0,0,1,0,0,14,45
4,9,2,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,1,0,0,0,0,1,30.7,45
4,9,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,1,0,1,0,28,45
4,10,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,0,1,0,14,46
4,10,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,1,0,0,0,1,0,0,30.7,46
4,10,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,1,0,0,1,16.7,46
4,11,1,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,0,1,0,14,47
4,11,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,1,0,0,0,1,0,0,30.7,47
4,11,3,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,0,1,0,0,1,16.7,47
4,12,1,1,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,0,0,0,0,1,0,1,0,14,48
4,12,2,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,0,0,1,0,1,0,0,14.9,48
4,12,3,0,1,1,0,5,1,3,0,2,4,0,2,4,0,0,0,1,5,1,1,0,0,0,0,0,0,28,48
5,1,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,0,0,1,0,14.9,49
5,1,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,1,0,0,0,0,30.7,49
5,1,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,1,0,0,0,1,0,0,16.7,49
5,2,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,1,0,0,0,0,1,0,14,50
5,2,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,1,0,1,0,0,14.9,50
5,2,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,1,0,0,0,0,0,16.7,50
5,3,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,1,0,0,0,0,14,51
5,3,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,0,1,0,0,30.7,51
5,3,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,1,0,0,0,1,0,28,51
5,4,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,1,0,0,0,1,1,14.9,52
5,4,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,0,0,1,0,0,14,52
5,4,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,0,0,0,16.7,52
5,5,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,1,0,0,1,0,0,14.9,53
5,5,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,1,0,0,0,0,1,0,28.9,53
5,5,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,1,0,0,1,16.7,53
5,6,1,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,1,0,0,0,0,1,16.7,54
5,6,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,0,0,0,28,54
5,6,3,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,1,0,0,0,0,1,0,14.9,54
5,7,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,1,0,0,1,0,0,14.9,55
5,7,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,1,0,1,0,28.9,55
5,7,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,0,0,1,16.7,55
5,8,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,1,0,0,14.9,56
5,8,2,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,0,0,0,0,1,16.7,56
5,8,3,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,1,0,0,0,1,0,28,56
5,9,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,0,0,1,0,0,14,57
5,9,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,1,0,0,0,0,1,30.7,57
5,9,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,1,0,1,0,28,57
5,10,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,0,1,0,14,58
5,10,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,1,0,0,0,1,0,0,30.7,58
5,10,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,1,0,0,1,16.7,58
5,11,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,0,1,0,14,59
5,11,2,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,1,0,0,0,1,0,0,30.7,59
5,11,3,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,0,1,0,0,1,16.7,59
5,12,1,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,0,0,0,0,1,0,1,0,14,60
5,12,2,1,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,0,0,1,0,1,0,0,14.9,60
5,12,3,0,0,1,0,4,1,4,0,1,3,0,1,3,1,1,1,0,3,1,1,0,0,0,0,0,0,28,60
6,1,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,0,0,1,0,14.9,61
6,1,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,1,0,0,0,0,30.7,61
6,1,3,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,1,0,0,0,1,0,0,16.7,61
6,2,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,1,0,0,0,0,1,0,14,62
6,2,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,1,0,1,0,0,14.9,62
6,2,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,1,0,0,0,0,0,16.7,62
6,3,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,1,0,0,0,0,14,63
6,3,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,0,1,0,0,30.7,63
6,3,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,1,0,0,0,1,0,28,63
6,4,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,1,0,0,0,1,1,14.9,64
6,4,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,0,0,1,0,0,14,64
6,4,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,0,0,0,16.7,64
6,5,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,1,0,0,1,0,0,14.9,65
6,5,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,1,0,0,0,0,1,0,28.9,65
6,5,3,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,1,0,0,1,16.7,65
6,6,1,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,1,0,0,0,0,1,16.7,66
6,6,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,0,0,0,28,66
6,6,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,1,0,0,0,0,1,0,14.9,66
6,7,1,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,1,0,0,1,0,0,14.9,67
6,7,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,1,0,1,0,28.9,67
6,7,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,0,0,1,16.7,67
6,8,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,1,0,0,14.9,68
6,8,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,0,0,0,0,1,16.7,68
6,8,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,1,0,0,0,1,0,28,68
6,9,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,0,0,1,0,0,14,69
6,9,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,1,0,0,0,0,1,30.7,69
6,9,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,1,0,1,0,28,69
6,10,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,0,1,0,14,70
6,10,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,1,0,0,0,1,0,0,30.7,70
6,10,3,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,1,0,0,1,16.7,70
6,11,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,0,1,0,14,71
6,11,2,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,1,0,0,0,1,0,0,30.7,71
6,11,3,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,0,1,0,0,1,16.7,71
6,12,1,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,0,0,0,0,1,0,1,0,14,72
6,12,2,1,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,0,0,1,0,1,0,0,14.9,72
6,12,3,0,0,4,1,5,2,5,1,3,5,1,3,5,1,1,1,0,5,1,1,0,0,0,0,0,0,28,72
